Fecha,Producto ,region,Canal,unidades_vendidas,Precio Unitario,ingreso
2025-04-03,Teclado,Sur,ONLINE,1,45.01,"45,01 €"
2024-09-05,Teclado,Norte,Tienda,2,,"93,30 €"
2025-11-24,Teclado,Centro,Online,1,42.55,"42,55 €"
2024-12-16,Monitor,Norte,Online,4,220.55,"882,20 €"
,Teclado,,Tienda,5,46.6,"233,00 €"
06/11/2024,Webcam,Norte,Tienda,1,62.4,"62,40"
2025-08-30,Mouse,Oeste,Online,1,24.52,"24,52 €"
2024-08-20,Auriculares,Oeste,Online,2,90.53,"181,06"
2025-05-04,Auriculares,Sur,Distribuidor,3,74.32,"222,96 €"
2025-08-28,Webcam,Sur,Online,3,10066.92,"202,17"
2024-12-04,AURICULARES,oeste,Distribuidor,4,72.4,"€289,60 €"
2024-07-11,Teclado,Norte,Online,2,45.11,"90,22 €"
2024-05-28,Mouse,  SUR ,Distribuidor,4,20.28,"81,12"
2024-06-28,Auriculares,Oeste,Tienda,1,94.32,"€94,32"
2024-10-01,Webcam,Sur,Online,1,60.91,"60,91"
2024-07-10,Auriculares,Este,Tienda física,1,92.42,"92,42"
2024-12-17,Monitor,Norte,Distribuidor,5,174.61,"873,05"
2024-10-26,Auriculares,Este,Online,2,94.5,"189,00 €"
2025-04-13,Mouse,Este,ONLINE,2,0.0,"49,50 €"
2024-07-08,Teclado,Sur,Distribuidor,2,35.84,"71,68"
2025-05-30,Auriculares,Centro,Distribuidor,5,70.77,"353,85"
2024-01-13,Auriculares,Centro,Distribuidor,3,72.93,"218,79 €"
2024-11-17,Mouse,Sur,Tienda,4,25.39,"101,56"
2024-07-04,Monitor,Centro,Tienda,5,220.6,"€1.103,00"
2024-08-08,Teclado,Norte,Tienda,2,42.55,"85,10"
2024-12-26,Teclado,Norte,ONLINE,2,46.61,"93,22"
2024-11-28,Teclado,Este,Online,1,45.96,"45,96 €"
2025-01-20,Teclado,Sur,Tienda,2,45.71,"91,42"
2024-05-08,Mouse,Norte,Distribuidor,5,19.28,"96,40 €"
2024-03-03,Auriculares,Centro,Online,4,93.54,"374,16 €"
2024-03-18,Mouse,Norte,Online,5,24.62,"123,10 €"
2024-01-02,Auriculares,Centro,Tienda,3,95.83,"287,49"
01/06/2025,Teclado,Centro,Tienda,1,44.16,"44,16"
06-07-2024,Monitor,Oeste,on-line,4,,"870,00"
2024-07-22,Auriculares,Norte,Online ,5,90.81,"454,05"
10-15-2024,Mouse,Norte,Online,3,24.82,"74,46"
2024-11-02,Mouse,,Online,5,23.59,"117,95 €"
2025-05-21,Auriculares,Norte,Distribuidor ,2,73.19,"146,38 €"
2025-11-29,Mouse,Oeste,Online,5,25.15,"125,75"
2025-03-06,Monitor,Oeste,Online,4,227.01,"908,04"
2024-06-18,Teclado,Este,Tienda,4,44.75,"179,00"
2024-05-02,Teclado,Este,Tienda,2,47.35,"94,70 €"
2024-11-03,Auriculares,Sur,Online,5,85.92,"429,60 €"
2025-11-02,Webcam,  Oeste ,Online,1,65.09,"65,09"
2025-10-23,Auriculares,,Distribuidor ,2,72.89,"145,78"
2024-06-18,Mouse,Oeste,Tienda,1,25.45,"25,45 €"
2025-12-25,Monitor,Centro,Online,2,227.3,"454,60"
2025-12-21,Auriculares,Este,Distribuidor,1,74.04,"74,04"
2024-02-12,Auriculares,Este,Online,4,88.62,"€354,48"
2024-11-06,Webcam,Sur,Online,4,61.94,"247,76 €"
2024-03-12,Monitor,Norte,ONLINE,1,221.85,"221,85"
04/06/2024,Monitor,centro,Online,1,227.64,"€227,64"
22/04/2025,Monitor,Este,ONLINE,3,210.61,"631,83"
2025-06-01,Auriculares,  Este ,Tienda,3,88.03,"264,09"
2024-12-23,Monitor,Sur,Online,3,214.23,"642,69 €"
2025-04-12,Webcam,  sur ,Tienda,4,63.83,"255,32"
2024-12-03,Webcam,Este,Distribuidor ,3,55.28,"€165,84 €"
2024-10-20,Monitor,Este,Distribuidor,2,170.35,"340,70"
2024-11-09,Teclado,Oeste,Tienda,1,44.89,"44,89"
2024-12-25,Auriculares,Este,Tienda,4,88.58,"354,32"
2024-02-09,Teclado,Oeste,TIENDA,4,47.73,"190,92"
2025-02-11,Mouse,OESTE,Tienda,5,25.21,"126,05 €"
2025-05-24,Monitor,Oeste,Online,3,218.16,"€654,48 €"
2025-06-17,Teclado,Centro,Online,,42.11,"126,33"
2024-12-14,Monitor,Oeste,Tienda,3,213.11,"639,33 €"
2025-02-01,Teclado,,Online ,5,45.75,"€228,75"
,,,,,,
2024-10-24,Mouse,Este,Online,2,26.65,"€53,30 €"
2025-10-04,Monitor,Norte,Online,3,220.4,"661,20 €"
03-03-2025, Teclado,Norte,Online,1,44.71,"44,71"
2025-10-05,Auriculares,Norte,on-line,1,89.97,"89,97 €"
2024-05-21,Auriculares,Oeste,Online,5,83.93,"419,65 €"
2025-02-28,Teclado,Este,Online,5,46.02,"230,10"
2025-11-02,Auriculares,,Tienda,5,89.25,"446,25"
2024-06-27,Auriculares,Centro,Online,3,93.86,"281,58"
2025-03-06,Mouse,Norte,Tienda,5,25.49,"127,45 €"
2024-03-30, Auriculares,Este,Online ,4,88.93,"355,72"
2025-12-19,Teclado,Oeste,Online,NA,42.91,"128,73"
2025-10-25,Mouse,Este,Tienda,1,23.63,"23,63 €"
2024-11-25,Teclado,oeste,Tienda,1,47.35,"47,35 €"
2025-06-06,MOUSE,Este,Online,4,,"566,02"
2024-05-14,Mouse,Centro,ONLINE,3,24.15,"72,45"
2024-12-01,Mouse,  Norte ,Tienda,5,24.5,"122,50"
2025-12-21,Teclado,Oeste,Tienda,3,45.88,"137,64"
2024-09-14,Auriculares,SUR,on-line,3,94.06,"€282,18"
05-12-2024,Auriculares,  Centro ,TIENDA,N/A,93.99,"€375,96"
2025-04-06,Monitor,Norte,Online,5,218.68,"1.093,40"
2024-12-29,Auriculares,Sur,Online,5,94.34,"471,70 €"
2024-04-26,Auriculares,Este,Tienda,1,84.79,"84,79"
2024-04-21,Mouse,Este,Tienda,4,24.67,"98,68"
2024-03-20,Monitor,Oeste,Online,1,222.26,"222,26"
2025-08-15,Teclado,Sur,Tienda,2,44.65,"89,30"
2024-11-07,Mouse,Sur,Distribuidor,4,19.43,"77,72"
2024-09-20,Auriculares,Oeste,Distribuidor,5,69.46,"347,30"
2025-12-23,Auriculares,Oeste,Online,2,90.38,"180,76"
2024-09-27,Teclado,Centro,Tienda,1,42.77,"€42,77"
2025-07-09,Monitor,Norte,Online,1,227.85,"227,85 €"
2025-11-22,Monitor,Centro,Tienda,1,231.95,"231,95 €"
2024-12-18,Auriculares,Este,Online,5,89.45,"447,25"
2024-05-25,Auriculares,Sur,Tienda,4,88.61,"354,44"
2024-05-26,Mouse,Centro,Online,5,24.4,"122,00 €"
2024-11-07,Teclado,Centro,Online,4,44.56,"178,24"
2025-06-13,Teclado,Centro,TIENDA,1,46.22,"46,22 €"
11-19-2025,Auriculares,Norte,Online,1,87.21,"87,21"
2024-06-09,Auriculares,NORTE,Online,3,90.57,"271,71 €"
2024-09-01,Monitor,Norte,Online,3,220.77,"662,31 €"
2024-12-30,Webcam,Este,Distribuidor,1,53.04,"53,04 €"
2024-11-20, Webcam,Sur,Tienda,1,62.35,"62,35"
2025-10-16,Auriculares,Norte,Distribuidor,5,74.5,"37,76"
11-04-2025,Teclado,Centro,on-line,1,44.51,"44,51"
2025-09-18,Auriculares,  Norte ,online,2,86.44,"172,88 €"
2025-12-08,Webcam,,Distribuidor,3,51.3,"153,90"
11-06-2025,MOUSE,OESTE,Tienda,2,25.64,"51,28 €"
2024-12-10,Auriculares,Norte,Tienda física,5,82.94,"414,70"
2024-12-11,Teclado,Centro,Online,3,43.88,"131,64 €"
2024-04-18,Teclado,norte,Online,2,46.84,"93,68"
13/10/2024,Auriculares,Norte,Tienda,4,86.39,"345,56"
2025-11-14,Teclado,Sur,Online,2,n/a,"92,58"
2025-12-15,Mouse,Norte,Online,3,24.78,"74,34"
26/04/2024,Auriculares,Oeste,Distribuidor,3,73.48,"220,44 €"
2024-04-19,Mouse,Norte,Distribuidor,1,20.25,"20,25"
2025-01-21,Webcam,Norte,Tienda,5,61.19,"305,95"
2025-12-14,Mouse,Sur,Tienda,1,24.78,"24,78"
2024-10-09,Mouse,Sur,Online,4,25.86,"103,44"
2025-03-15,Teclado,Oeste,Online,4,NULL,"183,04"
2024-04-22,Mouse,Centro,Tienda,4,24.55,"98,20"
2025-04-27,Monitor,Oeste,tienda,5,214.61,"1.073,05"
2025-03-05,Teclado,Norte,Tienda,1,43.31,"43,31 €"
2025-08-27,Auriculares,OESTE,Online,4,89.43,"357,72"
2024-11-07,Webcam,  Norte ,Tienda,3,63.59,"190,77"
2024-12-11,Auriculares,Norte,Tienda,4,88.53,"354,12"
2024-03-03,Auriculares,NORTE,Tienda,3,93.87,"281,61"
2025-05-29,Mouse,Centro,Tienda,5,23.6,"118,00"
2025-12-17,Auriculares,Este,Tienda,4,88.22,"352,88"
2025-04-06,Teclado,SUR,Online,2,45.57,"€91,14"
2024-12-04,Auriculares,Centro,Online,5,92.45,"462,25"
17/11/2024,Teclado,Centro,Distribuidor,5,37.61,"188,05 €"
05/10/2024,Auriculares,Este,Distribuidor,2,73.23,"146,46"
2025-08-02,Mouse,  Centro ,Online,4,24.08,"€96,32 €"
2025-05-25,Teclado,Sur,online,3,46.8,"140,40"
2024-12-12,Teclado,Norte,Distribuidor,5,36.35,"181,75"
2024-04-06,Webcam,Sur,Tienda,4,66.49,"265,96"
2025-07-23,Webcam,Este,Distribuidor,2,50.77,"101,54"
2025-05-07,Auriculares,Centro,Online,2,89.06,"178,12"
2024-12-22,Mouse,  Centro ,Distribuidor,4,19.95,"79,80"
2025-07-30,Auriculares,Oeste,Tienda,5,86.27,"431,35"
2024-11-20,Auriculares,CENTRO,Online,5,87.21,"436,05"
,Auriculares,Centro,Online,4,96.89,"387,56"
2024-03-18,Teclado,Este,Tienda,4,47.32,"189,28"
2025-08-05,Monitor,sur,TIENDA,4,215.15,"860,60"
2024-12-23,Monitor,Sur,Online,5,209.33,"1.046,65"
2025-06-08,Mouse,Norte,Distribuidor,5,19.49,"97,45"
2024-03-02,Webcam,Sur,Tienda,4,59.03,"236,12"
2025-10-19,Teclado,Centro,Distribuidor,5,36.61,"183,05 €"
2024-06-05,Webcam,Centro,Online,3,63.31,"189,93 €"
2024-11-02,Mouse,Norte,Online,3,25.14,"75,42"
2025-07-09, Teclado,Centro,Distribuidor,4,38.13,"152,52 €"
2024-09-22,Monitor,Sur,Online,3,219.22,"657,66 €"
2025-01-16,Mouse,Este,online,2,26.05,"52,10 €"
2024-05-11,Mouse,Centro,Online,5,24.65,"123,25"
2025-02-05,Auriculares,oeste,ONLINE,5,88.65,"443,25"
2024-09-03,Teclado,Norte,Online,N/A,44.15,"132,45 €"
2024-12-18,Teclado,Centro,Online,4,44.79,"179,16"
2025-12-09,Mouse,Norte,Tienda,1,24.03,"24,03"
2025-09-18,Teclado,Norte,Online ,N/A,47.28,"47,28 €"
2025-01-05,Teclado,ESTE,Tienda,2,44.35,"€88,70"
11-28-2024,Auriculares,Oeste,Online,3,91.51,"274,53"
2024-12-19,Mouse,Centro,Online,3,24.06,"72,18"
2024-04-27,Teclado,Oeste,Online,2,44.52,"89,04 €"
2024-12-23,Mouse,Este,Tienda,4,24.93,"99,72"
2024-11-26,Auriculares,Oeste,on-line,5,92.13,"460,65 €"
2024-11-25,Mouse,oeste,Distribuidor,3,20.95,"62,85"
2024-01-23,Teclado,Oeste,Distribuidor,NA,38.35,"38,35 €"
2025-03-04,Monitor,Centro,Online,1,226.99,"226,99 €"
2024-12-12,Monitor,OESTE,Tienda,5,227.23,"1.136,15"
2024-04-09,Auriculares,Norte,Distribuidor,3,76.61,"229,83 €"
18/12/2025,Mouse,Oeste,Distribuidor,2,20.4,"40,80 €"
2024-02-15,Teclado,Oeste,Online,5,44.19,"220,95"
2024-06-22,Monitor,Norte,Online,4,217.09,"868,36"
2024-07-07,Webcam,Norte,Online,1,64.27,"64,27 €"
2024-06-06,Auriculares,Norte,Online,5,87.31,"436,55"
05-13-2024,Teclado,,distribuidor,3,37.53,"112,59"
2025-03-17,Webcam,?,Online,2,63.08,"126,16"
2025-11-15,Teclado,Norte,Tienda,1,41.93,"41,93 €"
27/09/2025,Mouse,Oeste,Distribuidor,3,20.34,"61,02"
2025-07-13,MOUSE,Centro,Online,5,24.39,"121,95 €"
2024-11-09,Mouse,Norte,Online,4,25.05,"€100,20"
2024-06-12, Mouse,Centro,Online,2,23.5,"47,00"
2024-02-10,Mouse,oeste,Online,4,24.92,"99,68"
2024-10-08,Mouse,Este,Online,5,24.51,"€122,55"
2024-05-12,Monitor,Este,Online,3,211.46,"634,38"
2024-07-21,Auriculares,Centro,online,5,88.27,"441,35"
2025-05-23,Monitor,,Online,4,222.73,"890,92"
2024-12-16,Mouse,Norte,Tienda,5,24.98,"124,90"
2025-12-07,Auriculares,Este,Tienda Fisica,4,91.85,"367,40"
2024-02-13,Mouse,Centro,Online,3,26.17,"78,51"
2024-04-25,Mouse,sur,Tienda,5,23.4,"117,00"
09-30-2024,Auriculares,Norte,Online,5,89.59,"447,95"
03/11/2024,Mouse,  Oeste ,Online,NA,24.07,"48,14"
08/11/2025,Auriculares,Sur,Distribuidor,5,74.93,"374,65 €"
2024-08-31,Auriculares,Oeste,Distribuidor,1,75.29,"75,29 €"
27/01/2024,Mouse,Sur,Online,3,25.05,"75,15 €"
2025-03-24,Teclado,Centro,Online,4,42.35,"169,40 €"
2024-08-21,TECLADO,OESTE,Tienda,3,46.71,"€140,13 €"
2024-09-29,Mouse,  Este ,ONLINE,1,24.95,"24,95 €"
2025-01-28,Monitor,Centro,Tienda,2,222.79,"€445,58"
2024-04-13,Monitor,Este,Online,2,222.1,"444,20"
16/08/2024,Mouse,Sur,Distribuidor,2,19.46,"38,92"
2024-12-10,Mouse,Norte,Online ,2,24.89,"49,78"
2024-09-09,Mouse,NORTE,Tienda física,1,24.7,"24,70 €"
2025-06-05,Mouse,Sur,Tienda,2,23.65,"47,30"
2025-04-30,Mouse,Sur,Online,4,24.8,"99,20 €"
2025-01-10,Mouse,Sur,Distribuidor,1,21.11,"€21,11"
2024-03-01, Mouse,Oeste,Distribuidor,2,19.93,"39,86 €"
2024-11-15,Monitor,Norte,Online,3,212.98,"638,94"
2025-06-27,Teclado,Centro,TIENDA,4,45.98,"183,92 €"
07-17-2024,Monitor,Centro,Tienda,1,219.94,"219,94 €"
17/09/2024,Webcam,  Centro ,Distrib.,3,53.12,"159,36"
2025-06-06,Mouse,Norte,on-line,3,24.02,"72,06"
2025-12-12,Webcam,Centro,DISTRIBUIDOR,5,53.8,"269,00 €"
2025-12-29,Webcam,Oeste,ONLINE,5,65.61,"328,05"
2025-12-24,Auriculares,Norte,Tienda,1,93.59,"93,59"
2024-07-30,Mouse,Oeste,Online,1,25.04,"25,04"
2024-02-05,Auriculares,Centro,Distribuidor,3,74.8,"224,40"
2024-05-22,Auriculares,?,Online,3,89.59,"268,77 €"
2024-11-24,Auriculares,Oeste,Online,3,89.84,"269,52"
2025-08-25,Auriculares,Norte,Distribuidor,2,75.49,"150,98"
2025-10-16,Auriculares,Norte,Tienda,1,92.39,"92,39"
2024-03-01,Monitor,Este,tienda,1,222.25,"222,25 €"
16/05/2025,Mouse,Centro,Online ,4,26.05,"104,20"
2024-03-04,Webcam,Sur,Online,3,64.57,"193,71"
2024-04-26,Auriculares,Centro,Online,5,92.11,"460,55"
2025-12-06,Webcam,Oeste,Distribuidor,4,53.0,"212,00"
2025-06-28,Mouse,Centro,Online,3,26.05,"78,15 €"
2025-06-20,Auriculares,Centro,Online,1,17722.45,"88,45"
2024-04-24,MONITOR,Oeste,Tienda,5,0.0,"€1.076,00 €"
2025-12-10,Mouse,Oeste,Online,4,25.26,"€101,04 €"
2025-04-11,Mouse,Oeste,Distribuidor,5,20.71,"€103,55"
2024-06-09,AURICULARES,Oeste,Tienda,1,90.33,"90,33"
2025-12-04,Mouse,Norte,Tienda,2,26.66,"53,32"
2024-10-05,Mouse,oeste,Tienda,2,25.37,"50,74 €"
2025-11-13,Mouse,Sur,Online,2,25.36,"50,72 €"
2024-12-17,Mouse,Norte,Tienda,5,26.54,"132,70"
2024-11-14,Mouse,Norte,Online,NA,24.17,"72,51"
2025-07-22,Webcam,Oeste,Online,5,60.77,"303,85"
2025-03-16,Webcam,Centro,Online,3,65.36,"196,08 €"
2024-06-21,Mouse,Centro,Tienda,5,24.06,"120,30"
2025-11-04,Auriculares,Centro,Online,4,88.5,"€354,00"
2025-11-08,Auriculares,Norte,Tienda,3,89.34,"268,02"
2024-11-05,Monitor,Centro,Online,4,214.55,"858,20"
2025-10-21, Auriculares,Norte,Online,2,93.11,"€186,22"
2025-04-09,Monitor,Sur,Tienda,5,225.82,"1.129,10"
2024-11-08,Monitor,Sur,Online,4,222.33,"889,32"
2024-12-08,Auriculares,Este,Online,4,90.77,"363,08"
2025-09-02,Monitor,Este,Distribuidor,2,168.54,"337,08 €"
2024-08-26,Teclado,Sur,Tienda,1,45.03,"45,03"
2025-06-22,Mouse,Sur,Online,1,24.61,"24,61"
2025-10-13,Mouse,Este,Distribuidor,2,19.95,"39,90 €"
2024-12-22,Monitor,Este,Tienda,4,217.49,"869,96"
2024-10-19,Webcam,Sur,Online,5,66.03,"330,15"
09/06/2025,Auriculares,Sur,Online,-,89.64,"448,20"
2025-08-27,MOUSE,Norte,distribuidor,3,20.65,"61,95 €"
2024-03-13,Monitor,Norte,Distribuidor,2,177.9,"355,80"
2024-11-14,Monitor,Norte,Online,1,215.93,"215,93 €"
2024-10-11,Auriculares,Este,Tienda,1,87.51,"87,51 €"
2025-11-23,Monitor,Oeste,Online,1,219.51,"219,51"
2025-11-27,Monitor,Oeste,Online,4,217.04,"868,16 €"
2025-12-15,Teclado,  Oeste ,Tienda,1,45.06,"45,06"
2024-04-11,Mouse,Centro,Tienda,1,26.78,"26,78 €"
27/04/2024,Auriculares,Centro,Distribuidor,4,75.82,"303,28 €"
2025-09-30,Mouse,Oeste,Online ,1,25.56,"25,56"
2024-03-22,Auriculares,  Sur ,Online,4,95.38,"381,52"
2025-08-28,Mouse,Centro,on-line,2,24.92,"€49,84"
2025-01-16,Auriculares,Oeste,Online,5,93.61,"468,05 €"
2024-11-23,Auriculares,Norte,Tienda,5,87.01,"435,05"
2025-04-11,Monitor,Norte,Online,2,213.67,"427,34"
2024-12-07,Monitor,Oeste,Online,2,218.69,"437,38"
2024-03-30,Auriculares,Centro,Online,-1,85.36,"85,36"
2025-10-11,Webcam,Sur,Tienda,2,64.86,"129,72"
15/03/2024,Auriculares,Norte,Online,1,86.89,"€86,89"
2025-12-10,Mouse,Norte,Tienda,4,25.31,"101,24 €"
2025-04-19,Mouse,Norte,Tienda,1,24.82,"24,82"
2024-08-15,Monitor,Norte,Tienda,2,220.86,"441,72"
,Teclado,Norte,Distribuidor,5,35.82,"179,10"
2024-03-08,Webcam,Centro,Distribuidor,1,51.41,"51,41 €"
2024-05-22,Auriculares,?,Online,3,89.59,"268,77 €"
2024-04-25,Monitor,  Centro ,Online,6400,,"223,03 €"
2025-10-16,Auriculares,desconocida,ONLINE,5,88.16,"€440,80"
2025-01-20,Webcam,Oeste,Online ,4,62.44,"249,76"
2025-05-14,Mouse,Norte,TIENDA,2,25.15,"50,30 €"
2025-08-29,Mouse,Norte,Online,2,24.61,"49,22"
2024-06-25,Teclado,Sur,Online,3,44.88,"134,64"
2025-11-03,Mouse,Centro,Online,5,24.06,"120,30"
2025-03-13,Auriculares,Sur,Tienda,3,92.69,"278,07 €"
2025-12-06,TECLADO,Norte,Tienda,5,44.07,"220,35"
28/11/2025,Teclado,Oeste,Online,2,46.2,"92,40"
2025-06-25,Monitor,Oeste,Tienda,5,218.5,"1.092,50"
04-11-2024,Webcam,Oeste,on-line,1,62.49,"62,49"
2024-12-03,Mouse,oeste,Tienda,5,24.92,"124,60 €"
2025-07-24,Mouse,Oeste,Distribuidor,4,20.9,"83,60"
15/06/2024,Teclado,Este,Tienda,3,45.11,"135,33 €"
2024-06-24,Mouse,Centro,Tienda,2,23.88,"47,76"
2025-01-01,Teclado,Norte,Tienda,5,44.7,"223,50 €"
2025-06-08,Auriculares,Centro,Tienda,4,92.86,"371,44 €"
06/11/2025,Webcam,Sur,Online,2,65.51,"131,02 €"
2025-09-20,Mouse,Oeste,Online,2,26.25,"52,50 €"
2025-10-07,Auriculares,Sur,Online,1,88.48,"88,48 €"
2025-11-29,Auriculares,Norte,Tienda,2,85.59,"171,18"
2025-10-31,Teclado,  Oeste ,Online,2,,"92,58"
2025-07-13,Webcam,SUR,Online,4,64.76,"259,04"
2025-08-25,Webcam,Este,Tienda,3,64.86,"194,58"
2025-11-07,Mouse,Oeste,Tienda,2,24.2,"48,40"
2024-02-16,Mouse,Norte,Tienda,1,25.38,"€25,38"
2024-05-17,Teclado,Este,Distrib.,2,37.04,"74,08"
2025-01-08,Auriculares,Centro,Tienda,2,86.61,"173,22"
25/09/2025,Auriculares,oeste,Tienda,1,,"85,54"
2024-11-22,Mouse,Norte,Tienda,4,NULL,"98,48"
2024-03-02,Mouse,Centro,Online,2,25.65,"51,30"
2025-05-27,Mouse,Este,Tienda,3,23.93,"71,79 €"
2025-12-08,Mouse,Oeste,Online,4,25.22,"100,88"
2025-12-19,Teclado,Norte,Online,3,45.49,"136,47"
2025-05-22,Auriculares,OESTE,Tienda,2,90.04,"180,08"
2025-04-25,Auriculares,Norte,Tienda,1,88.21,"88,21 €"
2025-07-01,Webcam,Norte,Online,1,66.57,"66,57"
2025-02-27,Mouse,Norte,Distribuidor,5,,"103,45"
2024-02-14,Mouse,Este,Online,5,24.46,"122,30 €"
,Teclado,Sur,Distribuidor,3,35.01,"105,03 €"
30/09/2025,Monitor,Sur,Online,2,222.13,"444,26"
2025-12-10,Teclado,Norte,Online ,3,45.51,"136,53"
2025-02-26,Monitor,Centro,Online,4,212.24,"848,96"
2024-11-27,Auriculares,Norte,Online,2,90.97,"181,94"
2025-05-10,Monitor,Centro,Online,2,222.38,"444,76"
24/12/2024,Teclado,oeste,Online,4,45.21,"180,84 €"
09-23-2024,Auriculares,Centro,on-line,1,88.01,"88,01 €"
2024-09-19,Auriculares,  Sur ,Online,3,88.7,"€266,10"
2024-06-17,Monitor,Sur,Online,2,218.71,"437,42 €"
11/11/2024,Auriculares,Sur,Online,5,89.74,"448,70"
2025-12-07,Mouse,Centro,Distribuidor,1,20.29,"20,29"
2025-11-07,Monitor,Este,Online,1,226.79,"226,79"
2025-09-28,AURICULARES,Oeste,Tienda,5,89.17,"445,85 €"
2025-06-17,Auriculares,Oeste,Online,1,89.28,"89,28"
02-16-2024,Monitor,Centro,on-line,2,216.86,"433,72"
,,,,,,
14/04/2024,Auriculares,Sur,Distrib.,3,72.59,"217,77 €"
2024-09-26,Teclado,Norte,Tienda,2,n/a,"95,06"
2025-06-11,Mouse,Centro,ONLINE,1,25.43,"25,43 €"
2024-05-09,Auriculares,Este,Tienda,NA,88.73,"443,65 €"
2025-01-19,Monitor,Oeste,Tienda,1,216.15,"216,15"
2024-03-13,Teclado,Norte,Tienda,4,45.49,"181,96"
2024-08-20,Monitor,Centro,Distribuidor ,5,171.56,"857,80"
2025-11-17,Teclado,Sur,ONLINE,5,44.25,"221,25 €"
2025-11-25,Auriculares,Sur,Tienda,1,88.29,"88,29 €"
2025-01-01,Auriculares,Norte,tienda,null,89.75,"€359,00"
2024-03-27,Mouse,Este,Online,4,25.64,"102,56 €"
2025-06-06,Auriculares,Oeste,Online,1,92.41,"92,41"
2024-08-07,Mouse,Oeste,Online,2,,"48,30 €"
2024-12-10,Auriculares,Norte,online,4,92.27,"369,08"
2024-11-09,Monitor,Norte,Distribuidor,3,182.51,"547,53 €"
2025-01-03,Teclado,centro,Tienda,5,46.69,"233,45"
2024-10-21,Teclado,Centro,Online,4,45.54,"182,16 €"
2025-04-20,Mouse,Norte,Tienda,5,25.05,"384,74"
2024-12-08,Monitor,Norte,Online,3,218.78,"656,34 €"
2024-08-06,Auriculares,  Este ,Distribuidor,1,66.25,"224,03"
2025-07-12,Mouse,Norte,Online,4,24.73,"98,92"
2025-12-27,Webcam,Sur,Distribuidor,5,52.36,"261,80 €"
2025-10-30,Teclado,Norte,Online,2,42.5,"€85,00"
2025-11-02,Mouse,NORTE,Online,3,24.1,"€72,30 €"
2024-09-19,Teclado,Centro,Online,3,46.79,"140,37"
2025-11-10,Mouse,Sur,Tienda,4,25.19,"100,76"
2025-04-23,Auriculares,Este,Distribuidor,1,80.19,"80,19"
2024-12-11,Webcam,Norte,DISTRIBUIDOR,5,52.84,"264,20 €"
2024-05-17,Monitor,Centro,Online,4,225.78,"903,12 €"
2025-03-08,Auriculares,Norte,Tienda,5,86.29,"431,45 €"
2025-02-06,Mouse,Sur,Online,2,24.35,"48,70 €"
11-21-2024,Auriculares,  Este ,ONLINE,2,94.71,"189,42"
2024-12-13,Teclado,  Oeste ,Online ,5,46.21,"231,05 €"
2024-01-03,Mouse,  Oeste ,Distribuidor,4,20.63,"82,52 €"
2025-03-07,Monitor,NORTE,Distribuidor,4,183.53,"734,12"
2025-09-06,Teclado,Centro,Tienda,4,46.75,"187,00"
2024-06-25,Monitor,Oeste,Distribuidor,3,182.83,"548,49 €"
2024-11-08,Auriculares,Oeste,Online,4,93.63,"374,52 €"
2024-10-21,Auriculares,Este,Tienda,1,89.05,"89,05"
2024-04-06,Auriculares,Este,Online,1,90.85,"90,85"
2024-12-31,Auriculares,Sur,Tienda,3,87.08,"261,24 €"
2024-07-13,Monitor,Sur,online,3,229.01,"687,03"
2025-12-23,Mouse,Norte,Online,2,26.13,"52,26"
2025-12-07,Mouse,?,Online ,1,24.56,"24,56"
2025-03-06,Mouse,Centro,Online,2,24.71,"€49,42"
2024-11-06,Auriculares,Norte,Online,5,90.87,"454,35"
2024-09-04,Mouse,Norte,Distribuidor,2,20.07,"40,14"
2025-11-22,Mouse,Oeste,Online,2,26.47,"52,94"
2024-07-10,WEBCAM,oeste,Online,4,65.57,"262,28"
2024-12-20,Auriculares,Centro,Tienda,4,96.44,"385,76 €"
2024-11-24,Teclado,Oeste,Tienda,6391,45.07,"180,28 €"
2024-03-05,Webcam,centro,Online,5,63.08,"€315,40"
2025-05-20,Auriculares,Norte,Online,5,82.68,"413,40"
2024-10-19,Mouse,Este,Tienda,3,25.0,"75,00"
05/12/2024,Webcam,Oeste,Online,1,63.87,"63,87"
2025-11-13,Webcam,Sur,Distribuidor ,2,50.05,"100,10"
2024-12-30,Auriculares,OESTE,Online,1,NULL,"€90,54 €"
2024-09-15,Teclado,Norte,Online,2,45.11,"90,22"
2025-12-27,Teclado,Sur,Online,3,46.58,"139,74 €"
2024-05-18,Webcam,Oeste,Online,4,64.52,"258,08"
16/09/2024,MOUSE,Norte,Distribuidor,4,21.32,"85,28"
2024-11-12,Teclado,Sur,Online,4,48.47,"193,88"
2024-05-26,Monitor,Oeste,Tienda Fisica,2,221.58,"443,16 €"
05-22-2024,Mouse,Norte,Online,3,26.52,"79,56 €"
2024-02-11,Teclado,Norte,Online,5,45.33,"226,65 €"
2024-03-03,Mouse,Sur,online,1,24.15,"24,15"
2025-10-13,Auriculares,Centro,Tienda,5,91.84,"459,20"
2025-12-21,Mouse,Este,Tienda,4,25.14,"€100,56 €"
2025-11-20,Webcam,Norte,Online,4,63.22,"€252,88 €"
2024-11-27,Monitor,  Sur ,Tienda,1,213.4,"213,40 €"
2024-03-25,Teclado,Centro,Distribuidor,5,35.36,"€176,80"
2024-07-29,Auriculares,NORTE,Online,2,87.66,"175,32"
2024-03-21,Mouse,Centro,tienda,4,24.79,"99,16 €"
